paragraph_id,kind,head_label,head_text,tail_label,tail_text
1,ORG→DOC_NAME,ORG_LABEL,"SOCIEDADE IMOBILIÁRIADE EMPREENDIMENTOS TURÍSTICOS - SAVOI, S.A.",DOC_NAME_LABEL,**Nomeação de membros do conselho fiscal**
1,ORG→DOC_NAME,ORG_LABEL,"TEIXEIRA & RUI - SOCIEDADE DE ESCAVAÇÕES E TERRAPLANAGENS DE
TERRAS, LDA.",DOC_NAME_LABEL,**Alteração de pacto social**
1,ORG→DOC_NAME,ORG_LABEL,"TEIXEIRA & RUI - SOCIEDADE DE ESCAVAÇÕES E TERRAPLANAGENS DE
TERRAS, LDA.",DOC_NAME_LABEL,**Renúncia de gerente**
2,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIALDO PORTO MONIZ**,ORG_LABEL,"RESTO ZERO - SOCIEDADE DE CONTABILIDADE E GESTÃO, LDA."
2,ORG→DOC_NAME,ORG_LABEL,"RESTO ZERO - SOCIEDADE DE CONTABILIDADE E GESTÃO, LDA.",DOC_NAME_LABEL,**Contrato de sociedade**
3,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO PORTO SANTO**,ORG_LABEL,"CLUBE DESPORTIVO - PORTOSANTENSE, HÓQUEI EM PATINS DO PORTO
SANTO, SAD"
3,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO PORTO SANTO**,ORG_LABEL,"SOCIEDADE DE DEDESENVOLVIMENTO DO PORTO SANTO, S.A."
3,ORG→DOC_NAME,ORG_LABEL,"CLUBE DESPORTIVO - PORTOSANTENSE, HÓQUEI EM PATINS DO PORTO
SANTO, SAD",DOC_NAME_LABEL,**Renúncia de presidente do conselho de administração**
3,ORG→DOC_NAME,ORG_LABEL,"CLUBE DESPORTIVO - PORTOSANTENSE, HÓQUEI EM PATINS DO PORTO
SANTO, SAD",DOC_NAME_LABEL,**Nomeação de presidente do conselho de administração**
3,ORG→DOC_NAME,ORG_LABEL,"SOCIEDADE DE DEDESENVOLVIMENTO DO PORTO SANTO, S.A.",DOC_NAME_LABEL,**Pretação de contas do ano de 1999**
3,ORG→DOC_NAME,ORG_LABEL,"SOCIEDADE DE DEDESENVOLVIMENTO DO PORTO SANTO, S.A.",DOC_NAME_LABEL,**Pretação de contas do ano de 2000**
3,ORG→DOC_NAME,ORG_LABEL,"SOCIEDADE DE DEDESENVOLVIMENTO DO PORTO SANTO, S.A.",DOC_NAME_LABEL,**Pretação de contas do ano de 2002**
4,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIALDARIBEIRA BRAVA**,ORG_LABEL,"BRAVAMAR - SOCIEDADE HOTELEIRA DA RIBEIRA BRAVA, LDA."
4,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIALDARIBEIRA BRAVA**,ORG_LABEL,"CECÍLIA CAMACHO - SOCIEDADE UNIPESSOAL, LDA."
4,ORG→DOC_NAME,ORG_LABEL,"BRAVAMAR - SOCIEDADE HOTELEIRA DA RIBEIRA BRAVA, LDA.",DOC_NAME_LABEL,**Nomeação de gerentes**
4,ORG→DOC_NAME,ORG_LABEL,"CECÍLIA CAMACHO - SOCIEDADE UNIPESSOAL, LDA.",DOC_NAME_LABEL,**Alteração de pacto social**
4,ORG→DOC_NAME,ORG_LABEL,"CECÍLIA CAMACHO - SOCIEDADE UNIPESSOAL, LDA.",DOC_NAME_LABEL,**Pretação de contas do ano de 2002**
5,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIADO REGISTO COMERCIAL DE SANTANA**,ORG_LABEL,"ALUMÍNIOS DE SANTANA - GOMES & ANDRADE, LDA."
5,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIADO REGISTO COMERCIAL DE SANTANA**,ORG_LABEL,"BRAZÃO & BRAZÃO, INVESTIMIENTOS HOTELEIROS, LDA."
5,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIADO REGISTO COMERCIAL DE SANTANA**,ORG_LABEL,"CÂMARA & CAMÂRA, LDA."
5,ORG→DOC_NAME,ORG_LABEL,"ALUMÍNIOS DE SANTANA - GOMES & ANDRADE, LDA.",DOC_NAME_LABEL,**Contrato de sociedade**
5,ORG→DOC_NAME,ORG_LABEL,"BRAZÃO & BRAZÃO, INVESTIMIENTOS HOTELEIROS, LDA.",DOC_NAME_LABEL,**Alteração de pacto social**
5,ORG→DOC_NAME,ORG_LABEL,"CÂMARA & CAMÂRA, LDA.",DOC_NAME_LABEL,**Alteração de pacto social**
6,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DE SÃO VICENTE**,ORG_LABEL,"AFONSOCARDOSO - CONSTRUÇÕES, LDA."
6,ORG→DOC_NAME,ORG_LABEL,"AFONSOCARDOSO - CONSTRUÇÕES, LDA.",DOC_NAME_LABEL,**Prestação de contas do ano de 2001**
6,ORG→DOC_NAME,ORG_LABEL,"AFONSOCARDOSO - CONSTRUÇÕES, LDA.",DOC_NAME_LABEL,**Prestação de contas do ano de 2002**
